TIGR4.old,D39.old,TIGR4.new,TAIWAN.19F.new,TAIWAN.19F.old,D39.new,Location.Tag,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,Gene.Name,Gene.Description,Pathway,Pathway.Name
SP_1190,SPD_1050,SP_RS05850,SPT_RS05120,SPT_1036,SPD_RS05575,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,lacD,,spn01100,Metabolic pathways 
SP_1190,SPD_1050,SP_RS05850,SPT_RS05120,SPT_1036,SPD_RS05575,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,lacD,,spn02024,Quorum sensing 
SP_1191,SPD_1051,SP_RS05855,SPT_RS05115,SPT_1035,SPD_RS05580,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,lacC,,spn00052,Galactose metabolism 
SP_1191,SPD_1051,SP_RS05855,SPT_RS05115,SPT_1035,SPD_RS05580,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,lacC,,spn01100,Metabolic pathways 
SP_1684,SPD_1496,SP_RS08320,SPT_RS08070,SPT_1622,SPD_RS07895,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,Hypothetical Protein,spn00010,Glycolysis / Gluconeogenesis 
SP_1684,SPD_1496,SP_RS08320,SPT_RS08070,SPT_1622,SPD_RS07895,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,Hypothetical Protein,spn00520,Amino sugar and nucleotide sugar metabolism 
SP_1684,SPD_1496,SP_RS08320,SPT_RS08070,SPT_1622,SPD_RS07895,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,Hypothetical Protein,spn02060,Phosphotransferase system (PTS) 
SP_1193,SPD_1053,SP_RS05865,SPT_RS05105,SPT_1033,SPD_RS05590,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,lacA,,spn00052,Galactose metabolism 
SP_1193,SPD_1053,SP_RS05865,SPT_RS05105,SPT_1033,SPD_RS05590,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,lacA,,spn01100,Metabolic pathways 
SP_1686,SPD_1498,SP_RS08330,SPT_RS08080,SPT_1624,SPD_RS07905,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1688,SPD_1500,SP_RS08340,SPT_RS08090,SPT_1626,SPD_RS07915,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,"Putative ABC transporter, premease component",,
SP_1200,SPD_1060,SP_RS05895,SPT_RS05065,SPT_1026,SPD_RS05625,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,,Translation elongation factor LepA; GTP-binding protein LepA,,
SP_0711,SPD_0618,SP_RS03480,SPT_RS03625,SPT_0727,SPD_RS03305,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,hisM,"ABC-type amino acid transport system, permease component",,
SP_0713,SPD_0620,SP_RS03490,SPT_RS03635,SPT_0729,SPD_RS03315,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,lysS,lysyl-tRNA synthetase,spn00970,Aminoacyl-tRNA biosynthesis 
SP_0715,SPD_0621,SP_RS03500,SPT_RS03645,SPT_0731,SPD_RS03320,Intracellular,METABOLISM,,,Various metabolism,,,1,lctO-2,lactate oxidase,,
SP_0716,SPD_0622,SP_RS03505,SPT_RS03650,SPT_0732,SPD_RS03325,Intracellular,METABOLISM,GENETIC INFORMATION PROCESSING,,Cofactor and vitamin metabolism,Transcription,,2,tenA,,,
SP_0717,SPD_0623,SP_RS03510,SPT_RS03655,SPT_0733,SPD_RS03330,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiM,hydroxyethylthiazole kinase,spn00730,Thiamine metabolism 
SP_0717,SPD_0623,SP_RS03510,SPT_RS03655,SPT_0733,SPD_RS03330,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiM,hydroxyethylthiazole kinase,spn01100,Metabolic pathways 
SP_1206,SPD_1066,SP_RS05925,SPT_RS05035,SPT_1020,SPD_RS05655,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,XseB,"Exodeoxyribonuclease VII, small subunit",spn03430,Mismatch repair 
SP_0719,SPD_0625,SP_RS03520,SPT_RS03665,SPT_0735,SPD_RS03340,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ykoE,Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine,,
SP_1700,SPD_1510,SP_RS08405,SPT_RS08145,SPT_1638,SPD_RS07965,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn00400,"Phenylalanine, tyrosine and tryptophan biosynthesis "
SP_1700,SPD_1510,SP_RS08405,SPT_RS08145,SPT_1638,SPD_RS07965,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01100,Metabolic pathways 
SP_1700,SPD_1510,SP_RS08405,SPT_RS08145,SPT_1638,SPD_RS07965,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01110,Biosynthesis of secondary metabolites 
SP_1700,SPD_1510,SP_RS08405,SPT_RS08145,SPT_1638,SPD_RS07965,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01130,Biosynthesis of antibiotics 
SP_1700,SPD_1510,SP_RS08405,SPT_RS08145,SPT_1638,SPD_RS07965,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn01230,Biosynthesis of amino acids 
SP_1700,SPD_1510,SP_RS08405,SPT_RS08145,SPT_1638,SPD_RS07965,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,spn02024,Quorum sensing 
SP_0721,SPD_0627,SP_RS03530,SPT_RS03675,SPT_0737,SPD_RS03350,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,spn02010,ABC transporters 
SP_1702,SPD_1512,SP_RS08415,SPT_RS08155,SPT_1640,SPD_RS07975,Membrane,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,,"Folding, sorting, degradation",Membrane transport,,2,secA,Protein translocase subunit SecA,spn02024,Quorum sensing 
SP_1702,SPD_1512,SP_RS08415,SPT_RS08155,SPT_1640,SPD_RS07975,Membrane,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,,"Folding, sorting, degradation",Membrane transport,,2,secA,Protein translocase subunit SecA,spn03060,Protein export 
SP_1702,SPD_1512,SP_RS08415,SPT_RS08155,SPT_1640,SPD_RS07975,Membrane,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,,"Folding, sorting, degradation",Membrane transport,,2,secA,Protein translocase subunit SecA,spn03070,Bacterial secretion system 
SP_1213,SPD_1072,SP_RS05955,SPT_RS05005,SPT_1015,SPD_RS05690,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_0724,SPD_0630,SP_RS03545,SPT_RS03690,SPT_0740,SPD_RS03365,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiM,putative hydroxyethylthiazole kinase,spn00730,Thiamine metabolism 
SP_0724,SPD_0630,SP_RS03545,SPT_RS03690,SPT_0740,SPD_RS03365,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiM,putative hydroxyethylthiazole kinase,spn01100,Metabolic pathways 
SP_0725,SPD_0631,SP_RS03550,SPT_RS03695,SPT_0741,SPD_RS03370,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiE-2,thiamine-phosphate pyrophosphorylase,spn00730,Thiamine metabolism 
SP_0725,SPD_0631,SP_RS03550,SPT_RS03695,SPT_0741,SPD_RS03370,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiE-2,thiamine-phosphate pyrophosphorylase,spn01100,Metabolic pathways 
SP_1219,SPD_1077,SP_RS05975,SPT_RS04985,SPT_1010,SPD_RS05710,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,GyrA,"DNA gyrase, subunit A",,
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn00010,Glycolysis / Gluconeogenesis 
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn00270,Cysteine and methionine metabolism 
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn00620,Pyruvate metabolism 
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn00640,Propanoate metabolism 
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn01100,Metabolic pathways 
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn01110,Biosynthesis of secondary metabolites 
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn01120,Microbial metabolism in diverse environments 
SP_1220,SPD_1078,SP_RS05980,SPT_RS04980,SPT_1008,SPD_RS05715,Intracellular,METABOLISM,,,Energy metabolism,,,1,Idh,L-lactate dehydrogenase,spn01130,Biosynthesis of antibiotics 
SP_1221,SPD_1079,SP_RS05985,n.p,n.p.,SPD_RS05720,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,,Putative type II restriction endonuclease,,
SP_0729,SPD_0635,SP_RS03570,SPT_RS03715,SPT_0745,SPD_RS03390,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,Copper-translocating P-type ATPase,,
SP_1223,SPD_1081,SP_RS05995,SPT_RS04965,SPT_1005,SPD_RS05730,Intracellular,CELLULAR PROCESSES,GENETIC INFORMATION PROCESSING,,Cellular community,Translation,,2,RelE,mRNA-degrading endonuclease/interferase RelE,,
SP_1714,SPD_1524,SP_RS08475,SPT_RS08215,SPT_1652,SPD_RS08045,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,,,
SP_0736,SPD_0641,SP_RS03605,SPT_RS03745,SPT_0752,SPD_RS03420,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,manA,mannose-6-phosphate isomerase,spn00051,Fructose and mannose metabolism 
SP_0736,SPD_0641,SP_RS03605,SPT_RS03745,SPT_0752,SPD_RS03420,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,manA,mannose-6-phosphate isomerase,spn00520,Amino sugar and nucleotide sugar metabolism 
SP_0736,SPD_0641,SP_RS03605,SPT_RS03745,SPT_0752,SPD_RS03420,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,manA,mannose-6-phosphate isomerase,spn01100,Metabolic pathways 
SP_0736,SPD_0641,SP_RS03605,SPT_RS03745,SPT_0752,SPD_RS03420,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,manA,mannose-6-phosphate isomerase,spn01110,Biosynthesis of secondary metabolites 
SP_0736,SPD_0641,SP_RS03605,SPT_RS03745,SPT_0752,SPD_RS03420,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,manA,mannose-6-phosphate isomerase,spn01130,Biosynthesis of antibiotics 
SP_1227,SPD_1085,SP_RS06015,SPT_RS04945,SPT_1001,SPD_RS05750,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Signal transduction,Transcription,,2,VicR,DNA binding response regulator,spn02020,Two-component system 
SP_1228,SPD_1086,SP_RS06020,SPT_RS04940,SPT_1000,SPD_RS05755,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,MutY,A/G-specific adenine glycosylase,spn03410,Base excision repair 
SP_0739,SPD_0643,SP_RS03620,n.p,n.p.,SPD_RS03430,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Antibiotic response/sensing,,2,pmrA,Multidrug efflux pump,,
SP_0740,SPD_0644,SP_RS03625,n.p,n.p.,SPD_RS03435,Membrane,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,,MutT/nudix family protein,,
SP_0741,SPD_0645,SP_RS03630,SPT_RS03765,SPT_0756,SPD_RS03440,,HYPOTHETICAL/UNKNOWN,,,,,,1,,dehydrogenase,,
SP_1232,SPD_1090,SP_RS06040,SPT_RS04920,SPT_0996,SPD_RS05775,Membrane,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_2168,SPD_1996,SP_RS11060,SPT_RS10800,SPT_2181,SPD_RS10485,Intracellular,GENETIC INFORMATION PROCESSING,METABOLISM,,Transcription,Carbohydrate metabolism,,2,fucR,fucose operon regulator,,
SP_1234,SPD_1093,SP_RS06050,SPT_RS04910,SPT_0993,SPD_RS05785,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,Transcriptional regulator,,
SP_1235,SPD_1092,SP_RS06055,SPT_RS04905,SPT_0994,SPD_RS05790,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,,MutT/Nudix family protein,,
SP_0746,SPD_0650,SP_RS03655,SPT_RS03790,SPT_0761,SPD_RS03465,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,clpP,ATP-dependent Clp protease proteolytic subunit,,
SP_1728,SPD_1538,SP_RS08550,n.p,n.p.,SPD_RS08120,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1238,SPD_1096,SP_RS06070,SPT_RS04890,SPT_0990,SPD_RS05805,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,UvrB,Excinuclease ABC subunit B,spn03420,Nucleotide excision repair 
SP_0750,SPD_0653,SP_RS03670,SPT_RS03805,SPT_0764,SPD_RS03480,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livH,"branched-chain amino acid ABC transporter, permease protein",spn02010,ABC transporters 
SP_0750,SPD_0653,SP_RS03670,SPT_RS03805,SPT_0764,SPD_RS03480,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livH,"branched-chain amino acid ABC transporter, permease protein",spn02024,Quorum sensing 
SP_0751,SPD_0654,SP_RS03675,SPT_RS03810,SPT_0765,SPD_RS03485,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livM,Branched-chain amino acid transport system permease protein LivM,spn02010,ABC transporters 
SP_0751,SPD_0654,SP_RS03675,SPT_RS03810,SPT_0765,SPD_RS03485,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livM,Branched-chain amino acid transport system permease protein LivM,spn02024,Quorum sensing 
SP_0752,SPD_0655,SP_RS03680,SPT_RS03815,SPT_0766,SPD_RS03490,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livG,branched-chain amino acid ABC transporter ATP-binding protein,spn02010,ABC transporters 
SP_0752,SPD_0655,SP_RS03680,SPT_RS03815,SPT_0766,SPD_RS03490,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livG,branched-chain amino acid ABC transporter ATP-binding protein,spn02024,Quorum sensing 
SP_0753,SPD_0656,SP_RS03685,SPT_RS03820,SPT_0767,SPD_RS03495,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livF,"Branched-chain amino acid ABC transporter, ATP-binding protein",spn02010,ABC transporters 
SP_0753,SPD_0656,SP_RS03685,SPT_RS03820,SPT_0767,SPD_RS03495,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,livF,"Branched-chain amino acid ABC transporter, ATP-binding protein",spn02024,Quorum sensing 
SP_0754,SPD_0657,SP_RS03690,SPT_RS03825,SPT_0768,SPD_RS03500,Intracellular,METABOLISM,,,Various metabolism,,,1,acuB,putative acetoin utilization protein AcuB,,
SP_1736,SPD_1546,SP_RS08590,SPT_RS08330,SPT_1674,SPD_RS08165,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,priA,primosome assembly protein PriA,spn03440,Homologous recombination 
SP_1246,SPD_1103,SP_RS06105,SPT_RS04855,SPT_0983,SPD_RS05840,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0757,SPD_0660,SP_RS03705,SPT_RS03840,SPT_0771,SPD_RS03515,Membrane,CELLULAR PROCESSES,ENVIRONMENTAL INFORMATION PROCESSING,,Cell division,Membrane transport,,2,ftsX,"cell division ABC transporter, permease protein FtsX",spn02010,ABC transporters 
SP_1248,SPD_1105,SP_RS06115,SPT_RS04845,SPT_0981,SPD_RS05850,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,Rnc,Ribonuclease III,,
SP_2187,SPD_2014,SP_RS11170,SPT_RS10890,SPT_2202,SPD_RS10575,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,,,
SP_0761,SPD_0663,SP_RS03720,SPT_RS03855,SPT_0774,SPD_RS03530,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,cshB,DEAD/DEAH box helicase,,
SP_1251,SPD_1109,SP_RS06135,SPT_RS04825,SPT_0977,SPD_RS05870,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,McrB,"5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB",,
SP_1252,SPD_1110,SP_RS06140,SPT_RS04820,SPT_0976,SPD_RS05875,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_0766,SPD_0667,SP_RS03740,SPT_RS03875,SPT_0779,SPD_RS03550,Intracellular,METABOLISM,,,Various metabolism,,,1,sodA,"superoxide dismutase, manganese-dependent",,
SP_0768,SPD_0669,SP_RS03750,SPT_RS03885,SPT_0781,SPD_RS03560,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rlmN,ribosomal RNA large subunit methyltransferase N,,
SP_0769,SPD_0670,SP_RS03755,SPT_RS03890,SPT_0782,SPD_RS03565,Membrane,CELLULAR PROCESSES,,,Antibiotic response/sensing,,,1,vanZ,Glycopeptide antibiotics resistance protein,,
SP_0770,SPD_0671,SP_RS03760,SPT_RS03895,SPT_0783,SPD_RS03570,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,uup,ABC transporter,,
SP_0771,SPD_0672,SP_RS03765,SPT_RS03900,SPT_0784,SPD_RS03575,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,ppiB,cyclophilin type peptidyl-prolyl cis-trans isomerase,spn01503,Cationic antimicrobial peptide (CAMP) resistance 
SP_0772,SPD_0673,SP_RS03770,SPT_RS03905,SPT_0785,SPD_RS03580,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0775,SPD_0674,SP_RS03780,SPT_RS03915,SPT_0787,SPD_RS03585,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rpsP,30S ribosomal protein S16,spn03010,Ribosome 
SP_0776,SPD_0675,SP_RS03785,SPT_RS03920,SPT_0788,SPD_RS03590,Intracellular,HYPOTHETICAL/UNKNOWN,,,,,,1,ylqC,KH domain RNA binding protein YlqC,,
SP_1770,SPD_0400,SP_RS08770,n.p,n.p.,SPD_RS02130,Intracellular,METABOLISM,,,Various metabolism,,,1,rfaJ,"glycosyl transferase, family 8",,
SP_0778,SPD_0678,SP_RS03795,SPT_RS07075,SPT_1423,SPD_RS03605,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rimM,16S rRNA-processing protein RimM,,
SP_0779,SPD_0679,SP_RS03800,SPT_RS07070,SPT_1422,SPD_RS03610,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,trmD,tRNA (guanine-N(1)-)-methyltransferase,,
SP_1272,SPD_1128,SP_RS06235,SPT_RS04730,SPT_0956,SPD_RS05965,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Cell wall metabolism,,2,,Polysaccharide biosythesis protein/Teichoic acid subunit flippase,,
SP_0782,SPD_0683,SP_RS03815,SPT_RS07055,SPT_1418,SPD_RS03625,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_2207,SPD_2034,SP_RS11270,SPT_RS11005,SPT_2225,SPD_RS10675,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Cellular community,,2,comFC,,,
SP_1780,SPD_1571,SP_RS08835,SPT_RS08475,SPT_1703,SPD_RS08300,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,,Oligoendopeptidase F,,
SP_1781,SPD_1572,SP_RS08840,SPT_RS08480,SPT_1704,SPD_RS08305,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rsmE,16S rRNA U1498 N3-methylase RsmE,,
SP_1782,SPD_1573,SP_RS08845,SPT_RS08485,SPT_1705,SPD_RS08310,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,prmA,Ribosomal protein L11 methyltransferase (PrmA),,
SP_1783,SPD_1574,SP_RS08850,SPT_RS08505,SPT_1710,SPD_RS08315,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,mutT,MutT/nudix family protein,,
SP_0788,SPD_0689,SP_RS03850,SPT_RS07020,SPT_1412,SPD_RS03660,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,metG,methionyl-tRNA synthetase,spn00450,Selenocompound metabolism 
SP_0788,SPD_0689,SP_RS03850,SPT_RS07020,SPT_1412,SPD_RS03660,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,metG,methionyl-tRNA synthetase,spn00970,Aminoacyl-tRNA biosynthesis 
SP_0789,SPD_0691,SP_RS03860,SPT_RS07010,SPT_1410,SPD_RS03665,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,"DNA-binding transcriptional regulator, PadR family",,
SP_1282,SPD_1137,SP_RS06285,SPT_RS04685,SPT_0945,SPD_RS06015,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,"ABC transporter, ATPase component",,
SP_0791,SPD_0693,SP_RS03870,SPT_RS07000,SPT_1408,SPD_RS03675,Intracellular,METABOLISM,,,Various metabolism,,,1,ydhF,"Oxidoreductase, aldo/keto reductase family",,
SP_0792,SPD_0694,SP_RS03875,SPT_RS06995,SPT_1407,SPD_RS03680,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0793,SPD_0695,SP_RS03880,SPT_RS06990,SPT_1406,SPD_RS03685,Intracellular,METABOLISM,,,Lipid metabolism,,,1,fabG,3-ketoacyl-(acyl-carrier-protein) reductase,spn00061,Fatty acid biosynthesis 
SP_0793,SPD_0695,SP_RS03880,SPT_RS06990,SPT_1406,SPD_RS03685,Intracellular,METABOLISM,,,Lipid metabolism,,,1,fabG,3-ketoacyl-(acyl-carrier-protein) reductase,spn00780,Biotin metabolism 
SP_0793,SPD_0695,SP_RS03880,SPT_RS06990,SPT_1406,SPD_RS03685,Intracellular,METABOLISM,,,Lipid metabolism,,,1,fabG,3-ketoacyl-(acyl-carrier-protein) reductase,spn01040,Biosynthesis of unsaturated fatty acids 
SP_0793,SPD_0695,SP_RS03880,SPT_RS06990,SPT_1406,SPD_RS03685,Intracellular,METABOLISM,,,Lipid metabolism,,,1,fabG,3-ketoacyl-(acyl-carrier-protein) reductase,spn01100,Metabolic pathways 
SP_0793,SPD_0695,SP_RS03880,SPT_RS06990,SPT_1406,SPD_RS03685,Intracellular,METABOLISM,,,Lipid metabolism,,,1,fabG,3-ketoacyl-(acyl-carrier-protein) reductase,spn01212,Fatty acid metabolism 
SP_0794,SPD_0696,SP_RS03885,SPT_RS06985,SPT_1405,SPD_RS03690,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,,MutT/nudix family protein,,
SP_1287,SPD_1142,SP_RS06310,SPT_RS04660,SPT_0940,SPD_RS06040,Membrane,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,Ffh,Signal recognition particle protein Ffh,spn02024,Quorum sensing 
SP_1287,SPD_1142,SP_RS06310,SPT_RS04660,SPT_0940,SPD_RS06040,Membrane,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,Ffh,Signal recognition particle protein Ffh,spn03060,Protein export 
SP_1287,SPD_1142,SP_RS06310,SPT_RS04660,SPT_0940,SPD_RS06040,Membrane,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,Ffh,Signal recognition particle protein Ffh,spn03070,Bacterial secretion system 
SP_0796,SPD_0699,SP_RS03895,SPT_RS06975,SPT_1403,SPD_RS03705,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0797,SPD_0700,SP_RS03900,SPT_RS06970,SPT_1402,SPD_RS03710,Intracellular,GENETIC INFORMATION PROCESSING,METABOLISM,,"Folding, sorting, degradation",Amino acid metabolism,,2,pepN,Lysyl aminopeptidase,spn00480,Glutathione metabolism 
SP_0797,SPD_0700,SP_RS03900,SPT_RS06970,SPT_1402,SPD_RS03710,Intracellular,GENETIC INFORMATION PROCESSING,METABOLISM,,"Folding, sorting, degradation",Amino acid metabolism,,2,pepN,Lysyl aminopeptidase,spn01100,Metabolic pathways 
SP_1290,SPD_1145,SP_RS06325,SPT_RS04645,SPT_0937,SPD_RS06055,Intracellular,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_1291,SPD_1146,SP_RS06330,SPT_RS04640,SPT_0936,SPD_RS06060,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Cof family protein,,
SP_0800,SPD_0703,SP_RS03915,SPT_RS06955,SPT_1399,SPD_RS03725,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_1804,SPD_1590,SP_RS08955,SPT_RS08595,SPT_1728,SPD_RS08405,,HYPOTHETICAL/UNKNOWN,,,,,,1,,general stress protein 24,,
SP_1805,SPD_1591,SP_RS08960,SPT_RS08600,SPT_1729,SPD_RS08410,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1807,SPD_1592,SP_RS08970,SPT_RS08610,SPT_1730,SPD_RS08420,Intracellular,METABOLISM,,,Various metabolism,,,1,,acetyltransferase,,
